person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
21.0,female,High School,35903.0,0,MORTGAGE,4200.0,PERSONAL,11.99,0.12,3.0,554,Yes,0
26.0,female,Master,18488.0,1,RENT,2000.0,PERSONAL,10.37,0.11,2.0,640,Yes,0
21.0,male,Bachelor,17998.0,0,RENT,2000.0,DEBTCONSOLIDATION,5.79,0.11,2.0,635,No,0
26.0,male,Master,18095.0,3,RENT,2000.0,MEDICAL,6.92,0.11,4.0,646,Yes,0
26.0,male,Master,35756.0,4,MORTGAGE,7200.0,HOMEIMPROVEMENT,8.49,0.2,4.0,669,Yes,0
26.0,male,Bachelor,18084.0,4,RENT,2000.0,DEBTCONSOLIDATION,15.58,0.11,4.0,639,No,1
25.0,female,Associate,19130.0,1,RENT,2000.0,MEDICAL,7.88,0.1,4.0,597,Yes,0
21.0,male,Associate,19821.0,0,RENT,2000.0,MEDICAL,7.9,0.1,2.0,602,Yes,0
24.0,male,Bachelor,20118.0,2,RENT,2000.0,PERSONAL,15.05,0.1,4.0,603,No,1
25.0,male,Master,20020.0,3,RENT,2000.0,EDUCATION,13.48,0.1,4.0,687,Yes,0
24.0,female,High School,22360.0,0,RENT,2000.0,VENTURE,10.37,0.09,2.0,658,No,0
25.0,female,Associate,23029.0,0,RENT,2000.0,DEBTCONSOLIDATION,7.51,0.09,4.0,685,No,1
23.0,male,Associate,22694.0,2,RENT,2000.0,EDUCATION,14.79,0.09,3.0,651,Yes,0
21.0,male,High School,22735.0,0,RENT,2000.0,EDUCATION,5.42,0.09,3.0,462,Yes,0
26.0,male,Bachelor,22770.0,1,RENT,2000.0,EDUCATION,13.3,0.09,2.0,484,No,1
22.0,male,Associate,23899.0,2,RENT,2000.0,VENTURE,14.22,0.08,2.0,641,Yes,0
24.0,male,Bachelor,35833.0,4,MORTGAGE,20000.0,HOMEIMPROVEMENT,10.62,0.56,3.0,717,No,0
24.0,female,Bachelor,23833.0,2,RENT,2000.0,MEDICAL,13.49,0.08,4.0,622,Yes,0
23.0,female,Associate,24407.0,0,RENT,2000.0,EDUCATION,10.59,0.08,4.0,535,Yes,0
26.0,male,Bachelor,24134.0,5,RENT,2000.0,MEDICAL,6.17,0.08,4.0,685,No,0
22.0,male,High School,24484.0,2,RENT,2000.0,DEBTCONSOLIDATION,7.49,0.08,2.0,696,No,0
21.0,male,High School,24999.0,0,RENT,2000.0,MEDICAL,11.01,0.08,3.0,527,Yes,0
26.0,male,High School,24765.0,3,RENT,2000.0,EDUCATION,8.59,0.08,3.0,662,No,1
23.0,male,Associate,35699.0,0,MORTGAGE,6000.0,MEDICAL,11.99,0.17,2.0,632,No,0
22.0,male,High School,35693.0,1,MORTGAGE,5000.0,VENTURE,9.25,0.14,4.0,576,No,0
22.0,female,Master,35698.0,0,MORTGAGE,2500.0,EDUCATION,6.91,0.07,3.0,663,Yes,0
22.0,female,Bachelor,26635.0,2,RENT,2000.0,EDUCATION,14.22,0.08,3.0,690,Yes,0
23.0,male,High School,35716.0,3,OWN,2000.0,EDUCATION,13.16,0.06,3.0,548,Yes,0
21.0,female,Associate,26814.0,1,RENT,2000.0,DEBTCONSOLIDATION,11.71,0.07,2.0,566,No,1
22.0,male,High School,26812.0,0,RENT,2000.0,DEBTCONSOLIDATION,16.89,0.07,2.0,647,No,1
23.0,male,Bachelor,27644.0,0,RENT,2000.0,VENTURE,13.99,0.07,2.0,727,No,0
22.0,female,Associate,27520.0,1,RENT,2000.0,VENTURE,7.29,0.07,3.0,604,No,0
23.0,male,High School,27380.0,0,RENT,2000.0,EDUCATION,10.39,0.07,3.0,654,Yes,0
21.0,female,Associate,28847.0,1,RENT,2000.0,MEDICAL,13.11,0.07,2.0,605,No,0
22.0,male,Bachelor,29269.0,0,RENT,2000.0,HOMEIMPROVEMENT,11.89,0.07,4.0,651,No,1
24.0,male,Master,29465.0,2,RENT,2000.0,MEDICAL,11.01,0.07,3.0,666,No,0
24.0,male,Bachelor,29568.0,4,RENT,2000.0,HOMEIMPROVEMENT,12.69,0.07,2.0,650,No,1
25.0,female,Associate,29829.0,4,RENT,2000.0,MEDICAL,16.59,0.07,2.0,612,Yes,0
21.0,female,Associate,29787.0,0,RENT,2000.0,PERSONAL,18.39,0.07,3.0,638,No,1
23.0,male,High School,36108.0,1,OWN,6400.0,EDUCATION,8.94,0.18,4.0,625,Yes,0
23.0,female,Bachelor,29998.0,1,RENT,2000.0,EDUCATION,12.61,0.07,3.0,676,Yes,0
22.0,female,Master,35757.0,0,MORTGAGE,8875.0,MEDICAL,15.68,0.25,3.0,711,No,1
25.0,male,Master,29937.0,0,RENT,2000.0,PERSONAL,10.38,0.07,4.0,643,Yes,0
23.0,female,Bachelor,29741.0,0,RENT,2000.0,EDUCATION,14.35,0.07,2.0,588,No,0
22.0,female,Master,30128.0,1,RENT,2000.0,EDUCATION,13.11,0.07,4.0,645,Yes,0
22.0,female,High School,36075.0,0,OWN,1800.0,MEDICAL,5.42,0.05,4.0,650,Yes,0
24.0,male,Associate,35906.0,4,MORTGAGE,2500.0,PERSONAL,6.76,0.07,2.0,549,Yes,0
24.0,male,Associate,35688.0,0,MORTGAGE,11000.0,PERSONAL,11.71,0.31,4.0,603,No,1
21.0,female,Master,29967.0,0,RENT,2000.0,EDUCATION,11.14,0.07,4.0,599,Yes,0
25.0,female,Associate,36093.0,3,MORTGAGE,10000.0,DEBTCONSOLIDATION,7.74,0.28,3.0,663,Yes,0
24.0,female,Master,29613.0,0,RENT,2000.0,HOMEIMPROVEMENT,14.61,0.07,2.0,629,No,1
24.0,male,Associate,29937.0,0,RENT,2000.0,VENTURE,16.0,0.07,2.0,601,No,1
22.0,female,High School,30377.0,1,RENT,2000.0,EDUCATION,11.36,0.07,4.0,666,Yes,0
22.0,female,Associate,30708.0,2,RENT,2000.0,EDUCATION,13.23,0.07,4.0,617,Yes,0
24.0,female,Master,30945.0,2,RENT,2000.0,PERSONAL,6.62,0.06,4.0,659,Yes,0
25.0,male,High School,31480.0,1,RENT,2000.0,VENTURE,9.91,0.06,4.0,584,No,0
24.0,male,Master,31356.0,3,RENT,2000.0,DEBTCONSOLIDATION,14.96,0.06,4.0,568,No,1
21.0,female,Associate,31289.0,0,RENT,2000.0,EDUCATION,13.47,0.06,2.0,637,Yes,0
22.0,female,Bachelor,36851.0,0,OWN,6000.0,VENTURE,7.49,0.16,4.0,590,No,0
25.0,female,Associate,32305.0,4,RENT,2000.0,MEDICAL,12.99,0.06,4.0,698,No,0
21.0,female,Master,36478.0,0,MORTGAGE,5000.0,DEBTCONSOLIDATION,13.57,0.14,4.0,624,No,1
23.0,male,Bachelor,36430.0,0,OTHER,3000.0,VENTURE,9.32,0.08,3.0,578,No,0
23.0,male,High School,33197.0,0,RENT,2000.0,DEBTCONSOLIDATION,13.61,0.06,4.0,629,Yes,0
23.0,male,Associate,33568.0,3,RENT,2000.0,DEBTCONSOLIDATION,13.99,0.06,3.0,637,No,1
22.0,male,Master,35845.0,1,RENT,2000.0,MEDICAL,8.49,0.06,2.0,688,Yes,0
26.0,male,Master,37226.0,5,RENT,2000.0,EDUCATION,11.71,0.05,2.0,716,No,1
25.0,female,Associate,36943.0,0,RENT,2000.0,MEDICAL,12.42,0.05,2.0,591,No,0
21.0,female,Bachelor,37118.0,0,RENT,2000.0,EDUCATION,13.43,0.05,4.0,540,Yes,0
23.0,male,Master,36728.0,1,MORTGAGE,4750.0,DEBTCONSOLIDATION,14.46,0.13,4.0,715,No,1
24.0,female,Bachelor,36591.0,2,RENT,2000.0,DEBTCONSOLIDATION,7.66,0.05,3.0,684,Yes,0
24.0,female,Associate,37266.0,2,RENT,2000.0,MEDICAL,20.0,0.05,3.0,675,No,1
22.0,male,Associate,36965.0,0,MORTGAGE,5400.0,EDUCATION,12.84,0.15,4.0,476,Yes,0
23.0,female,High School,99134.0,2,RENT,15000.0,HOMEIMPROVEMENT,18.25,0.15,2.0,595,No,1
22.0,male,Bachelor,86113.0,0,RENT,15000.0,MEDICAL,16.77,0.17,2.0,673,No,1
25.0,male,Bachelor,115100.0,0,RENT,15000.0,VENTURE,12.42,0.13,2.0,531,Yes,0
23.0,male,Master,114950.0,0,RENT,15000.0,EDUCATION,9.88,0.13,4.0,511,Yes,0
23.0,male,Associate,115157.0,1,RENT,15000.0,VENTURE,15.05,0.13,2.0,596,No,0
25.0,male,Bachelor,37063.0,5,MORTGAGE,5000.0,VENTURE,6.03,0.13,3.0,663,Yes,0
25.0,female,Master,37166.0,3,MORTGAGE,6500.0,DEBTCONSOLIDATION,14.27,0.17,3.0,678,No,0
22.0,female,Bachelor,37081.0,0,OWN,8000.0,EDUCATION,13.49,0.22,2.0,646,Yes,0
23.0,female,High School,101365.0,0,RENT,15000.0,DEBTCONSOLIDATION,8.49,0.15,2.0,636,No,1
25.0,male,Associate,116634.0,3,RENT,15000.0,EDUCATION,8.88,0.13,2.0,515,Yes,0
26.0,female,High School,101920.0,3,RENT,15000.0,DEBTCONSOLIDATION,16.0,0.15,3.0,629,No,1
25.0,male,Associate,115979.0,0,RENT,15000.0,MEDICAL,11.58,0.13,4.0,618,Yes,0
25.0,female,Associate,117817.0,5,RENT,15000.0,EDUCATION,7.49,0.13,4.0,645,No,0
23.0,female,Associate,119951.0,0,RENT,15000.0,PERSONAL,6.99,0.13,4.0,631,Yes,0
26.0,male,Associate,121332.0,4,RENT,15000.0,VENTURE,13.49,0.12,4.0,645,No,0
21.0,male,High School,36716.0,0,MORTGAGE,7125.0,MEDICAL,7.51,0.19,4.0,576,No,1
24.0,female,Master,121094.0,0,RENT,15000.0,MEDICAL,7.49,0.12,2.0,673,Yes,0
26.0,male,High School,120836.0,1,RENT,15000.0,EDUCATION,6.99,0.12,2.0,664,No,0
24.0,female,Associate,106848.0,1,RENT,15000.0,HOMEIMPROVEMENT,9.99,0.14,4.0,642,No,1
25.0,male,High School,37727.0,6,MORTGAGE,3600.0,EDUCATION,12.42,0.1,4.0,662,Yes,0
26.0,male,Bachelor,120865.0,3,RENT,15000.0,DEBTCONSOLIDATION,14.26,0.12,2.0,696,Yes,0
24.0,female,Associate,121048.0,0,RENT,15000.0,VENTURE,11.89,0.12,2.0,652,Yes,0
24.0,male,Bachelor,122002.0,2,RENT,15000.0,HOMEIMPROVEMENT,14.42,0.12,2.0,648,Yes,0
24.0,male,Bachelor,123439.0,1,RENT,15000.0,HOMEIMPROVEMENT,14.22,0.12,4.0,648,Yes,0
23.0,male,Bachelor,37072.0,1,OWN,5000.0,PERSONAL,6.62,0.13,2.0,697,Yes,0
24.0,male,Associate,127096.0,1,RENT,15000.0,DEBTCONSOLIDATION,10.95,0.12,3.0,607,Yes,0
23.0,female,Bachelor,127785.0,2,RENT,15000.0,VENTURE,15.95,0.12,3.0,667,No,0
21.0,male,Associate,36893.0,0,MORTGAGE,2400.0,EDUCATION,11.71,0.07,3.0,622,Yes,0
25.0,female,Bachelor,131708.0,3,RENT,15000.0,EDUCATION,9.63,0.11,3.0,649,Yes,0
24.0,male,Associate,131856.0,1,RENT,15000.0,EDUCATION,10.65,0.11,3.0,687,No,0
23.0,female,High School,132742.0,0,RENT,15000.0,EDUCATION,12.18,0.11,2.0,521,Yes,0
24.0,male,High School,118432.0,0,RENT,15000.0,DEBTCONSOLIDATION,14.93,0.13,2.0,543,No,1
22.0,female,High School,133905.0,0,RENT,15000.0,VENTURE,10.62,0.11,3.0,655,Yes,0
24.0,male,Bachelor,142854.0,2,RENT,15000.0,PERSONAL,12.68,0.11,4.0,678,No,0
25.0,female,Bachelor,144893.0,0,RENT,15000.0,PERSONAL,7.51,0.1,2.0,647,No,0
24.0,male,Bachelor,144908.0,2,RENT,15000.0,MEDICAL,11.01,0.1,3.0,630,Yes,0
23.0,male,Master,146591.0,1,RENT,15000.0,MEDICAL,11.01,0.1,2.0,670,Yes,0
24.0,male,High School,147726.0,0,RENT,15000.0,EDUCATION,11.58,0.1,3.0,581,Yes,0
25.0,female,Associate,151087.0,4,RENT,15000.0,VENTURE,11.01,0.1,3.0,659,Yes,0
23.0,female,Bachelor,36960.0,5,MORTGAGE,4600.0,MEDICAL,7.9,0.12,3.0,675,No,0
25.0,male,Associate,37382.0,4,MORTGAGE,8000.0,VENTURE,10.65,0.21,4.0,636,Yes,0
23.0,female,Associate,150956.0,2,RENT,15000.0,EDUCATION,12.99,0.1,4.0,674,Yes,0
26.0,male,Bachelor,142602.0,4,RENT,15000.0,EDUCATION,17.58,0.11,4.0,658,No,1
24.0,male,Associate,148324.0,3,RENT,15000.0,PERSONAL,15.37,0.1,4.0,532,No,1
22.0,female,Bachelor,168930.0,0,RENT,15000.0,VENTURE,14.17,0.09,3.0,702,Yes,0
22.0,female,High School,36996.0,1,MORTGAGE,10000.0,HOMEIMPROVEMENT,13.49,0.27,2.0,672,No,1
23.0,male,High School,37112.0,0,MORTGAGE,3800.0,MEDICAL,18.64,0.1,2.0,642,No,1
21.0,male,Bachelor,36844.0,0,MORTGAGE,15000.0,VENTURE,7.51,0.41,4.0,670,Yes,0
26.0,male,High School,187960.0,1,RENT,15000.0,DEBTCONSOLIDATION,12.42,0.08,4.0,590,Yes,0
24.0,male,Associate,178447.0,1,RENT,15000.0,DEBTCONSOLIDATION,16.82,0.08,3.0,601,No,1
24.0,male,Bachelor,241182.0,3,RENT,15000.0,EDUCATION,10.59,0.06,4.0,689,No,0
26.0,male,High School,252699.0,7,RENT,15000.0,PERSONAL,12.99,0.06,4.0,625,Yes,0
26.0,female,High School,36849.0,3,MORTGAGE,6500.0,VENTURE,6.62,0.18,3.0,633,No,0
25.0,male,Bachelor,198923.0,3,RENT,14950.0,EDUCATION,6.62,0.08,3.0,602,Yes,0
22.0,female,Master,41769.0,0,RENT,14900.0,EDUCATION,15.37,0.36,2.0,665,No,1
24.0,male,High School,67159.0,3,RENT,14900.0,PERSONAL,11.83,0.22,3.0,598,Yes,0
22.0,male,Bachelor,71458.0,0,RENT,14900.0,MEDICAL,13.57,0.21,3.0,682,Yes,0
21.0,female,Associate,36974.0,0,MORTGAGE,7600.0,PERSONAL,6.03,0.21,4.0,505,Yes,0
25.0,male,Bachelor,39111.0,3,RENT,14850.0,DEBTCONSOLIDATION,8.9,0.38,4.0,527,No,1
25.0,female,Bachelor,35409.0,2,RENT,14800.0,MEDICAL,7.49,0.42,3.0,448,No,1
23.0,female,Bachelor,36959.0,5,MORTGAGE,1000.0,DEBTCONSOLIDATION,6.62,0.03,3.0,702,No,1
23.0,female,High School,36740.0,0,MORTGAGE,4375.0,VENTURE,6.62,0.12,2.0,674,Yes,0
23.0,male,Bachelor,37033.0,0,MORTGAGE,1400.0,DEBTCONSOLIDATION,6.03,0.04,4.0,593,No,0
25.0,female,Associate,37019.0,0,RENT,2000.0,MEDICAL,10.38,0.05,2.0,628,Yes,0
26.0,female,Bachelor,36578.0,0,RENT,2000.0,VENTURE,11.49,0.05,3.0,612,No,0
25.0,female,Master,37222.0,5,RENT,2000.0,MEDICAL,14.22,0.05,4.0,675,Yes,0
24.0,male,High School,36999.0,2,RENT,2000.0,MEDICAL,8.07,0.05,4.0,645,No,0
24.0,male,High School,38154.0,2,RENT,2000.0,VENTURE,16.29,0.05,2.0,577,No,1
24.0,male,Bachelor,38328.0,4,RENT,2000.0,PERSONAL,14.65,0.05,2.0,626,Yes,0
24.0,female,High School,37111.0,4,MORTGAGE,17000.0,DEBTCONSOLIDATION,11.99,0.46,3.0,641,No,1
24.0,female,Associate,39365.0,0,RENT,2000.0,EDUCATION,10.59,0.05,3.0,618,No,1
23.0,female,High School,39812.0,3,RENT,2000.0,VENTURE,16.49,0.05,3.0,593,Yes,0
26.0,male,Bachelor,39469.0,4,RENT,2000.0,DEBTCONSOLIDATION,11.49,0.05,3.0,565,Yes,0
22.0,female,Bachelor,39629.0,2,RENT,2000.0,EDUCATION,12.53,0.05,2.0,655,No,1
24.0,male,High School,40302.0,2,RENT,2000.0,EDUCATION,10.0,0.05,2.0,597,No,1
23.0,male,Master,37067.0,1,MORTGAGE,13000.0,VENTURE,11.01,0.35,2.0,713,No,0
23.0,male,Bachelor,40476.0,4,RENT,2000.0,EDUCATION,6.03,0.05,4.0,691,Yes,0
21.0,male,Master,40534.0,0,RENT,2000.0,HOMEIMPROVEMENT,12.61,0.05,3.0,657,No,1
22.0,male,High School,40533.0,0,RENT,2000.0,DEBTCONSOLIDATION,11.01,0.05,3.0,661,No,0
24.0,female,Master,48729.0,2,RENT,2000.0,PERSONAL,11.99,0.04,4.0,657,Yes,0
24.0,female,Associate,48807.0,3,RENT,2000.0,MEDICAL,11.01,0.04,4.0,652,No,0
21.0,male,Associate,48896.0,0,RENT,2000.0,EDUCATION,14.72,0.04,3.0,647,No,0
22.0,male,High School,61499.0,2,RENT,2000.0,VENTURE,11.01,0.03,4.0,659,Yes,0
25.0,male,High School,61627.0,3,RENT,2000.0,EDUCATION,9.88,0.03,3.0,650,No,0
24.0,male,Master,64798.0,0,RENT,2000.0,HOMEIMPROVEMENT,10.36,0.03,2.0,654,No,0
24.0,female,Master,64542.0,3,RENT,2000.0,PERSONAL,13.79,0.03,2.0,604,No,0
23.0,male,High School,66889.0,0,RENT,2000.0,EDUCATION,7.49,0.03,3.0,587,Yes,0
25.0,male,Associate,37334.0,7,OWN,7000.0,VENTURE,11.01,0.19,3.0,635,No,0
24.0,female,Bachelor,69169.0,0,RENT,2000.0,EDUCATION,9.32,0.03,3.0,552,Yes,0
25.0,male,Master,69113.0,0,RENT,2000.0,MEDICAL,11.36,0.03,2.0,692,No,0
26.0,female,High School,69891.0,7,RENT,2000.0,MEDICAL,13.35,0.03,2.0,585,Yes,0
25.0,female,Associate,70956.0,4,RENT,2000.0,PERSONAL,6.91,0.03,4.0,581,Yes,0
23.0,female,High School,72751.0,2,RENT,2000.0,MEDICAL,13.06,0.03,3.0,663,Yes,0
22.0,female,Bachelor,72916.0,0,RENT,2000.0,EDUCATION,9.63,0.03,2.0,619,Yes,0
22.0,male,Bachelor,65784.0,2,RENT,2000.0,MEDICAL,18.3,0.03,4.0,641,No,1
21.0,female,Associate,37140.0,0,OWN,9000.0,MEDICAL,5.99,0.24,4.0,551,Yes,0
26.0,male,High School,74093.0,5,RENT,2000.0,MEDICAL,7.9,0.03,3.0,546,Yes,0
24.0,female,High School,75234.0,1,RENT,2000.0,EDUCATION,13.49,0.03,3.0,588,Yes,0
22.0,female,High School,75568.0,2,RENT,2000.0,EDUCATION,15.27,0.03,2.0,634,No,0
26.0,female,Bachelor,75669.0,6,RENT,2000.0,PERSONAL,12.53,0.03,2.0,596,Yes,0
25.0,male,Bachelor,37197.0,4,MORTGAGE,10625.0,EDUCATION,16.49,0.29,4.0,655,Yes,0
24.0,female,High School,70716.0,2,RENT,2000.0,MEDICAL,15.37,0.03,4.0,536,No,1
22.0,female,High School,79002.0,0,RENT,2000.0,DEBTCONSOLIDATION,14.27,0.03,4.0,620,No,0
26.0,female,Master,79374.0,1,RENT,2000.0,MEDICAL,7.51,0.03,2.0,632,Yes,0
26.0,male,Associate,81479.0,1,RENT,2000.0,EDUCATION,11.01,0.02,4.0,648,Yes,0
23.0,female,Bachelor,84952.0,1,RENT,2000.0,PERSONAL,7.66,0.02,2.0,564,No,0
23.0,male,Associate,36861.0,0,MORTGAGE,1200.0,VENTURE,9.67,0.03,2.0,606,No,0
22.0,male,Associate,36887.0,0,MORTGAGE,6000.0,MEDICAL,11.99,0.16,3.0,626,Yes,0
26.0,male,Associate,85283.0,6,RENT,2000.0,EDUCATION,12.84,0.02,2.0,659,Yes,0
22.0,female,High School,36955.0,0,MORTGAGE,3000.0,VENTURE,11.49,0.08,2.0,589,Yes,0
24.0,female,Bachelor,84895.0,6,RENT,2000.0,VENTURE,8.7,0.02,3.0,609,Yes,0
22.0,male,High School,84864.0,0,RENT,2000.0,VENTURE,11.01,0.02,3.0,571,No,0
24.0,female,High School,91158.0,0,RENT,2000.0,MEDICAL,9.99,0.02,2.0,651,Yes,0
22.0,male,Master,90889.0,0,RENT,2000.0,EDUCATION,13.43,0.02,3.0,664,No,0
23.0,female,Bachelor,37107.0,0,OWN,7000.0,VENTURE,7.49,0.19,3.0,599,No,0
23.0,female,High School,91086.0,0,RENT,2000.0,VENTURE,5.79,0.02,3.0,694,No,0
24.0,male,Master,92642.0,2,RENT,2000.0,EDUCATION,11.01,0.02,3.0,721,No,0
21.0,female,Bachelor,36861.0,1,MORTGAGE,3000.0,PERSONAL,5.99,0.08,4.0,645,Yes,0
26.0,male,Bachelor,37000.0,5,MORTGAGE,2000.0,HOMEIMPROVEMENT,11.99,0.05,2.0,639,No,1
22.0,female,Master,37208.0,1,MORTGAGE,3000.0,MEDICAL,14.79,0.08,3.0,700,No,0
22.0,female,High School,36796.0,0,MORTGAGE,13250.0,EDUCATION,10.99,0.36,3.0,621,Yes,0
23.0,female,High School,96803.0,0,RENT,2000.0,VENTURE,9.99,0.02,4.0,607,Yes,0
25.0,female,High School,97083.0,4,RENT,2000.0,VENTURE,11.49,0.02,3.0,617,Yes,0
23.0,female,Master,97036.0,0,RENT,2000.0,PERSONAL,11.01,0.02,3.0,561,No,0
25.0,male,Associate,107421.0,1,RENT,2000.0,VENTURE,13.49,0.02,3.0,676,Yes,0
23.0,male,Associate,109345.0,2,RENT,2000.0,PERSONAL,7.88,0.02,3.0,666,No,0
21.0,female,High School,120618.0,0,RENT,2000.0,EDUCATION,13.57,0.02,3.0,620,Yes,0
23.0,male,Bachelor,121034.0,2,RENT,2000.0,MEDICAL,10.62,0.02,2.0,654,Yes,0
25.0,male,High School,122936.0,1,RENT,2000.0,DEBTCONSOLIDATION,7.29,0.02,4.0,542,Yes,0
26.0,female,Bachelor,130590.0,3,RENT,2000.0,EDUCATION,16.29,0.02,4.0,628,Yes,0
23.0,female,High School,37209.0,0,MORTGAGE,3800.0,DEBTCONSOLIDATION,5.79,0.1,3.0,644,Yes,0
22.0,male,Master,37050.0,0,OWN,5125.0,EDUCATION,10.0,0.14,3.0,596,No,0
25.0,female,Bachelor,156789.0,0,RENT,2000.0,HOMEIMPROVEMENT,6.99,0.01,4.0,601,Yes,0
22.0,female,High School,30872.0,1,RENT,2050.0,VENTURE,10.59,0.07,2.0,613,Yes,0
23.0,female,Master,37124.0,0,MORTGAGE,2400.0,PERSONAL,11.01,0.06,4.0,710,Yes,0
23.0,male,High School,13256.0,0,RENT,2100.0,VENTURE,12.21,0.16,3.0,601,No,1
23.0,female,High School,15411.0,1,RENT,2100.0,MEDICAL,8.94,0.14,2.0,597,No,1
22.0,male,High School,18328.0,2,RENT,2100.0,HOMEIMPROVEMENT,14.83,0.11,3.0,591,No,1
24.0,male,Associate,19194.0,2,RENT,2100.0,EDUCATION,13.11,0.11,4.0,696,Yes,0
22.0,male,Bachelor,26762.0,0,RENT,2100.0,MEDICAL,9.99,0.08,4.0,602,Yes,0
22.0,male,Master,37063.0,0,OWN,12000.0,EDUCATION,7.66,0.32,2.0,555,Yes,0
25.0,female,High School,28623.0,2,RENT,2100.0,EDUCATION,13.48,0.07,4.0,585,Yes,0
22.0,female,Associate,29576.0,0,RENT,2100.0,PERSONAL,12.21,0.07,2.0,611,Yes,0
22.0,female,Associate,37105.0,0,MORTGAGE,2000.0,VENTURE,5.42,0.05,2.0,579,Yes,0
23.0,male,Bachelor,41220.0,0,RENT,2100.0,DEBTCONSOLIDATION,11.01,0.05,3.0,624,Yes,0
22.0,female,Bachelor,42217.0,1,RENT,2100.0,MEDICAL,17.04,0.05,3.0,646,No,1
25.0,male,Bachelor,36653.0,3,MORTGAGE,8000.0,HOMEIMPROVEMENT,6.92,0.22,3.0,670,Yes,0
22.0,female,Bachelor,49138.0,0,RENT,2100.0,DEBTCONSOLIDATION,6.39,0.04,2.0,668,No,0
25.0,female,High School,54191.0,2,RENT,2100.0,PERSONAL,17.27,0.04,4.0,549,Yes,0
22.0,male,High School,37355.0,0,OWN,2500.0,EDUCATION,7.29,0.07,3.0,622,Yes,0
23.0,male,Associate,55172.0,4,RENT,2100.0,VENTURE,11.48,0.04,4.0,594,Yes,0
22.0,male,High School,64444.0,0,RENT,2100.0,PERSONAL,6.76,0.03,2.0,528,Yes,0
22.0,female,Associate,72916.0,0,RENT,2100.0,DEBTCONSOLIDATION,14.65,0.03,2.0,619,Yes,0
22.0,male,Master,73098.0,0,RENT,2100.0,VENTURE,13.43,0.03,2.0,622,Yes,0
25.0,male,High School,36868.0,1,OWN,10000.0,VENTURE,11.01,0.27,2.0,589,Yes,0
24.0,female,High School,65420.0,4,RENT,2100.0,HOMEIMPROVEMENT,17.14,0.03,4.0,645,No,1
22.0,female,Bachelor,37313.0,0,MORTGAGE,7000.0,EDUCATION,7.29,0.19,3.0,678,Yes,0
25.0,male,High School,97116.0,3,RENT,2100.0,PERSONAL,11.01,0.02,4.0,595,Yes,0
23.0,male,High School,105501.0,0,RENT,2100.0,EDUCATION,11.01,0.02,2.0,619,Yes,0
24.0,female,Master,95755.0,2,RENT,2100.0,MEDICAL,9.91,0.02,4.0,670,No,1
26.0,male,Master,132985.0,4,RENT,2100.0,DEBTCONSOLIDATION,7.12,0.02,2.0,687,Yes,0
23.0,male,Associate,37093.0,3,MORTGAGE,10000.0,EDUCATION,7.66,0.27,3.0,646,Yes,0
26.0,male,Associate,52405.0,2,RENT,2125.0,PERSONAL,8.9,0.04,3.0,669,No,0
22.0,female,High School,22076.0,0,RENT,2150.0,MEDICAL,11.01,0.1,4.0,591,Yes,0
26.0,male,Bachelor,70385.0,7,RENT,2150.0,DEBTCONSOLIDATION,15.62,0.03,3.0,624,No,1
22.0,male,Bachelor,35568.0,2,RENT,14000.0,VENTURE,7.9,0.39,2.0,573,No,1
21.0,male,Associate,36953.0,0,MORTGAGE,6400.0,VENTURE,11.01,0.17,3.0,567,Yes,0
21.0,male,Master,37264.0,0,RENT,14000.0,MEDICAL,10.65,0.38,2.0,545,No,1
24.0,female,Associate,36841.0,4,RENT,14000.0,DEBTCONSOLIDATION,7.9,0.38,2.0,538,No,1
24.0,male,Bachelor,37068.0,2,MORTGAGE,3075.0,DEBTCONSOLIDATION,11.01,0.08,4.0,521,Yes,0
22.0,male,Bachelor,37513.0,0,RENT,14000.0,VENTURE,6.99,0.37,4.0,595,No,1
23.0,female,Associate,36711.0,0,RENT,14000.0,MEDICAL,11.26,0.38,3.0,554,No,1
22.0,male,Bachelor,39399.0,1,RENT,14000.0,DEBTCONSOLIDATION,13.49,0.36,2.0,624,No,1
22.0,male,Bachelor,36784.0,0,MORTGAGE,2000.0,PERSONAL,12.61,0.05,4.0,665,No,0
22.0,male,Bachelor,39517.0,0,RENT,14000.0,EDUCATION,12.23,0.35,3.0,580,No,1
26.0,male,Associate,40269.0,4,RENT,14000.0,EDUCATION,7.51,0.35,4.0,624,No,1
24.0,female,Bachelor,39839.0,0,RENT,14000.0,MEDICAL,14.17,0.35,2.0,676,No,1
22.0,male,Master,41760.0,1,RENT,14000.0,DEBTCONSOLIDATION,10.62,0.34,4.0,716,No,1
24.0,female,High School,36688.0,1,MORTGAGE,8000.0,HOMEIMPROVEMENT,6.17,0.22,2.0,640,No,0
22.0,female,Master,45090.0,0,RENT,14000.0,PERSONAL,6.92,0.31,2.0,670,No,1
26.0,male,High School,45042.0,0,RENT,14000.0,PERSONAL,9.88,0.31,4.0,578,No,1
23.0,female,Bachelor,45628.0,3,RENT,14000.0,EDUCATION,14.42,0.31,3.0,505,No,1
21.0,female,Associate,46414.0,0,RENT,14000.0,PERSONAL,7.9,0.3,2.0,512,No,1
22.0,male,High School,47934.0,0,RENT,14000.0,MEDICAL,10.37,0.29,3.0,673,No,1
